Year,Jurisdiction,Industry,Product,"Value (1,000 dollars)"
2020,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2020,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2020,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2020,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2020,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2020,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2020,Northwest Territories,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2020,Northwest Territories,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2020,Northwest Territories,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2020,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,219135
2020,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,219135
2020,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2020,Nunavut,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2020,Nunavut,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2020,Nunavut,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2020,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,8584521
2020,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,5675201
2020,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,2909320
2020,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2020,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2020,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2020,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,8710007
2020,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,3270818
2020,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5439189
2020,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2020,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2020,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2020,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2020,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2020,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2021,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,29169105
2021,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,11983910
2021,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,17185195
2021,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2021,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2021,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2021,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,4532716
2021,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,507804
2021,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,4024912
2021,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2021,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2021,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2021,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2021,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2021,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2021,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2021,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2021,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2021,Northwest Territories,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2021,Northwest Territories,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2021,Northwest Territories,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2021,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2021,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2021,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2021,Nunavut,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2021,Nunavut,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2021,Nunavut,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2021,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,8998592
2021,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,6117526
2021,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,2881066
2021,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2021,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2021,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2021,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,9534550
2021,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,3557653
2021,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,5976897
2021,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2021,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2021,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2021,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2021,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2021,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2022,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,34431798
2022,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,14024690
2022,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,20407108
2022,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2022,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2022,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2022,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,5136824
2022,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,555437
2022,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,4581387
2022,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2022,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2022,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2022,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2022,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2022,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2022,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2022,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2022,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2022,Northwest Territories,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2022,Northwest Territories,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2022,Northwest Territories,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2022,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2022,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2022,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2022,Nunavut,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2022,Nunavut,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2022,Nunavut,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2022,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,10178154
2022,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,7351268
2022,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,2826886
2022,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2022,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2022,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2022,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,11845959
2022,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,4181984
2022,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,7663975
2022,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2022,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2022,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2022,Yukon,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2022,Yukon,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2022,Yukon,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2023,Canada,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,32549487
2023,Canada,Pulp and paper product manufacturing,Converted paper product manufacturing,14372962
2023,Canada,Pulp and paper product manufacturing,Pulp paper and paperboard mills,18176525
2023,Alberta,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2023,Alberta,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2023,Alberta,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2023,British Columbia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,4469115
2023,British Columbia,Pulp and paper product manufacturing,Converted paper product manufacturing,575768
2023,British Columbia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,3893347
2023,Manitoba,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2023,Manitoba,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2023,Manitoba,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2023,New Brunswick,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2023,New Brunswick,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2023,New Brunswick,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2023,Newfoundland and Labrador,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2023,Newfoundland and Labrador,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2023,Newfoundland and Labrador,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2023,Nova Scotia,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2023,Nova Scotia,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2023,Nova Scotia,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2023,Ontario,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,10216222
2023,Ontario,Pulp and paper product manufacturing,Converted paper product manufacturing,7480315
2023,Ontario,Pulp and paper product manufacturing,Pulp paper and paperboard mills,2735907
2023,Prince Edward Island,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2023,Prince Edward Island,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2023,Prince Edward Island,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
2023,Quebec,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,11285551
2023,Quebec,Pulp and paper product manufacturing,Converted paper product manufacturing,4356755
2023,Quebec,Pulp and paper product manufacturing,Pulp paper and paperboard mills,6928796
2023,Saskatchewan,Pulp and paper product manufacturing,Total pulp and paper product manufacturing,0
2023,Saskatchewan,Pulp and paper product manufacturing,Converted paper product manufacturing,0
2023,Saskatchewan,Pulp and paper product manufacturing,Pulp paper and paperboard mills,0
